name,cr,type,initiative,armor_class,hit_points,document__title,page_no,link
Horakh,9.0,Monstrosity,4,17,161,Tome of Beasts 2023,234,http://slyflourish.com/5e_monsters/monsters_html/horakh-tob1-2023.html
Hound of the Night,5.0,Monstrosity,3,15,112,Tome of Beasts 2023,235,http://slyflourish.com/5e_monsters/monsters_html/houndofthenight-tob1-2023.html
Hraesvelgr,19.0,Giant,0,19,241,Tome of Beasts 2023,207,http://slyflourish.com/5e_monsters/monsters_html/hraesvelgr-tob1-2023.html
Hulking Whelp,5.0,Fey,0,15,94,Tome of Beasts 2023,236,http://slyflourish.com/5e_monsters/monsters_html/hulkingwhelp-tob1-2023.html
Hundun,12.0,Celestial,2,18,153,Tome of Beasts 2023,237,http://slyflourish.com/5e_monsters/monsters_html/hundun-tob1-2023.html
Ia’Affrat,15.0,Swarm,6,17,170,Tome of Beasts 2023,91,http://slyflourish.com/5e_monsters/monsters_html/iaaffrat-tob1-2023.html
Ice Maiden,6.0,Fey,4,16,84,Tome of Beasts 2023,238,http://slyflourish.com/5e_monsters/monsters_html/icemaiden-tob1-2023.html
Idolic Deity,8.0,Construct,5,17,105,Tome of Beasts 2023,239,http://slyflourish.com/5e_monsters/monsters_html/idolicdeity-tob1-2023.html
Imperial Ghoul,4.0,Undead,2,16,93,Tome of Beasts 2023,203,http://slyflourish.com/5e_monsters/monsters_html/imperialghoul-tob1-2023.html
Ink Devil,2.0,Fiend,4,14,54,Tome of Beasts 2023,96,http://slyflourish.com/5e_monsters/monsters_html/inkdevil-tob1-2023.html
Iron Ghoul,5.0,Undead,3,16,143,Tome of Beasts 2023,204,http://slyflourish.com/5e_monsters/monsters_html/ironghoul-tob1-2023.html
Isonade,14.0,Monstrosity,2,18,222,Tome of Beasts 2023,240,http://slyflourish.com/5e_monsters/monsters_html/isonade-tob1-2023.html
Jaculus,3.0,Dragon,4,15,65,Tome of Beasts 2023,241,http://slyflourish.com/5e_monsters/monsters_html/jaculus-tob1-2023.html
J’ba Fofi Spider,3.0,Beast,4,18,75,Tome of Beasts 2023,344,http://slyflourish.com/5e_monsters/monsters_html/jbafofispider-tob1-2023.html
Jotun,22.0,Giant,-1,20,370,Tome of Beasts 2023,209,http://slyflourish.com/5e_monsters/monsters_html/jotun-tob1-2023.html
Kalke,0.25,Fiend,2,14,18,Tome of Beasts 2023,242,http://slyflourish.com/5e_monsters/monsters_html/kalke-tob1-2023.html
Kikimora,5.0,Fey,4,15,78,Tome of Beasts 2023,243,http://slyflourish.com/5e_monsters/monsters_html/kikimora-tob1-2023.html
Kishi,8.0,Fiend,5,18,119,Tome of Beasts 2023,84,http://slyflourish.com/5e_monsters/monsters_html/kishi-tob1-2023.html
Kongamato,6.0,Beast,4,16,127,Tome of Beasts 2023,247,http://slyflourish.com/5e_monsters/monsters_html/kongamato-tob1-2023.html
Koralk,11.0,Fiend,2,15,136,Tome of Beasts 2023,97,http://slyflourish.com/5e_monsters/monsters_html/koralk-tob1-2023.html
Kot Bayun,3.0,Monstrosity,3,15,66,Tome of Beasts 2023,248,http://slyflourish.com/5e_monsters/monsters_html/kotbayun-tob1-2023.html
Krake Spawn,14.0,Monstrosity,1,16,175,Tome of Beasts 2023,249,http://slyflourish.com/5e_monsters/monsters_html/krakespawn-tob1-2023.html
Lake Troll,7.0,Giant,2,15,126,Tome of Beasts 2023,370,http://slyflourish.com/5e_monsters/monsters_html/laketroll-tob1-2023.html
Lantern Dragonette,0.5,Dragon,2,13,28,Tome of Beasts 2023,136,http://slyflourish.com/5e_monsters/monsters_html/lanterndragonette-tob1-2023.html
Lemurfolk,0.25,Humanoid,2,12,21,Tome of Beasts 2023,250,http://slyflourish.com/5e_monsters/monsters_html/lemurfolk-tob1-2023.html
Leshy,1.0,Monstrosity,1,14,45,Tome of Beasts 2023,251,http://slyflourish.com/5e_monsters/monsters_html/leshy-tob1-2023.html
Library Automaton,0.5,Construct,2,13,24,Tome of Beasts 2023,252,http://slyflourish.com/5e_monsters/monsters_html/libraryautomaton-tob1-2023.html
Lich Hound,4.0,Undead,4,14,85,Tome of Beasts 2023,253,http://slyflourish.com/5e_monsters/monsters_html/lichhound-tob1-2023.html
Likho,5.0,Monstrosity,4,15,105,Tome of Beasts 2023,254,http://slyflourish.com/5e_monsters/monsters_html/likho-tob1-2023.html
Lindwurm,6.0,Dragon,5,15,136,Tome of Beasts 2023,255,http://slyflourish.com/5e_monsters/monsters_html/lindwurm-tob1-2023.html
Liosalfar,10.0,Elemental,8,17,132,Tome of Beasts 2023,256,http://slyflourish.com/5e_monsters/monsters_html/liosalfar-tob1-2023.html
Living Wick,0.25,Construct,0,13,28,Tome of Beasts 2023,257,http://slyflourish.com/5e_monsters/monsters_html/livingwick-tob1-2023.html
Lord of the Hunt,18.0,Fey,4,18,229,Tome of Beasts 2023,174,http://slyflourish.com/5e_monsters/monsters_html/lordofthehunt-tob1-2023.html
Lorelei,5.0,Fey,6,15,93,Tome of Beasts 2023,258,http://slyflourish.com/5e_monsters/monsters_html/lorelei-tob1-2023.html
Loxoda,6.0,Monstrosity,1,13,147,Tome of Beasts 2023,259,http://slyflourish.com/5e_monsters/monsters_html/loxoda-tob1-2023.html
Lunar Devil,8.0,Fiend,6,16,94,Tome of Beasts 2023,98,http://slyflourish.com/5e_monsters/monsters_html/lunardevil-tob1-2023.html
Mahoru,3.0,Monstrosity,4,15,105,Tome of Beasts 2023,260,http://slyflourish.com/5e_monsters/monsters_html/mahoru-tob1-2023.html
Malakbel,9.0,Fiend,4,14,102,Tome of Beasts 2023,13,http://slyflourish.com/5e_monsters/monsters_html/malakbel-tob1-2023.html
Mallqui,8.0,Undead,0,14,120,Tome of Beasts 2023,261,http://slyflourish.com/5e_monsters/monsters_html/mallqui-tob1-2023.html
Malphas,6.0,Fey,4,16,135,Tome of Beasts 2023,262,http://slyflourish.com/5e_monsters/monsters_html/malphas-tob1-2023.html
Mamura,6.0,Aberration,4,16,112,Tome of Beasts 2023,263,http://slyflourish.com/5e_monsters/monsters_html/mamura-tob1-2023.html
Map Mimic,0.25,Monstrosity,2,14,22,Tome of Beasts 2023,269,http://slyflourish.com/5e_monsters/monsters_html/mapmimic-tob1-2023.html
Mask Wight,13.0,Undead,4,19,207,Tome of Beasts 2023,264,http://slyflourish.com/5e_monsters/monsters_html/maskwight-tob1-2023.html
Mavka,12.0,Undead,2,17,170,Tome of Beasts 2023,265,http://slyflourish.com/5e_monsters/monsters_html/mavka-tob1-2023.html
Mbielu,3.0,Beast,2,15,76,Tome of Beasts 2023,101,http://slyflourish.com/5e_monsters/monsters_html/mbielu-tob1-2023.html
Mechuiti,27.0,Fiend,4,19,462,Tome of Beasts 2023,78,http://slyflourish.com/5e_monsters/monsters_html/mechuiti-tob1-2023.html
Mi-Go,5.0,Plant,4,17,95,Tome of Beasts 2023,266,http://slyflourish.com/5e_monsters/monsters_html/mi-go-tob1-2023.html
Millitaur,3.0,Monstrosity,2,14,85,Tome of Beasts 2023,267,http://slyflourish.com/5e_monsters/monsters_html/millitaur-tob1-2023.html
Mindrot Thrall,3.0,Plant,2,15,82,Tome of Beasts 2023,270,http://slyflourish.com/5e_monsters/monsters_html/mindrotthrall-tob1-2023.html
Mirager,3.0,Fey,3,13,78,Tome of Beasts 2023,271,http://slyflourish.com/5e_monsters/monsters_html/mirager-tob1-2023.html
Miremal,0.5,Fey,2,12,22,Tome of Beasts 2023,272,http://slyflourish.com/5e_monsters/monsters_html/miremal-tob1-2023.html
Mirror Hag,6.0,Fey,3,16,147,Tome of Beasts 2023,227,http://slyflourish.com/5e_monsters/monsters_html/mirrorhag-tob1-2023.html
Mithral Dragon Wyrmling,1.0,Dragon,2,14,44,Tome of Beasts 2023,123,http://slyflourish.com/5e_monsters/monsters_html/mithraldragonwyrmling-tob1-2023.html
Mngwa,4.0,Aberration,4,16,91,Tome of Beasts 2023,273,http://slyflourish.com/5e_monsters/monsters_html/mngwa-tob1-2023.html
Monolith Champion,8.0,Construct,1,17,102,Tome of Beasts 2023,274,http://slyflourish.com/5e_monsters/monsters_html/monolithchampion-tob1-2023.html
Monolith Footman,3.0,Construct,1,14,60,Tome of Beasts 2023,275,http://slyflourish.com/5e_monsters/monsters_html/monolithfootman-tob1-2023.html
Moonlit King,17.0,Fey,5,17,204,Tome of Beasts 2023,176,http://slyflourish.com/5e_monsters/monsters_html/moonlitking-tob1-2023.html
Mordant Snare,15.0,Aberration,3,18,248,Tome of Beasts 2023,276,http://slyflourish.com/5e_monsters/monsters_html/mordantsnare-tob1-2023.html
Morphoi,0.5,Plant,3,13,33,Tome of Beasts 2023,277,http://slyflourish.com/5e_monsters/monsters_html/morphoi-tob1-2023.html
Moss Lurker,1.0,Humanoid,2,15,45,Tome of Beasts 2023,278,http://slyflourish.com/5e_monsters/monsters_html/mosslurker-tob1-2023.html
Myling,2.0,Undead,3,13,45,Tome of Beasts 2023,281,http://slyflourish.com/5e_monsters/monsters_html/myling-tob1-2023.html
Naina,11.0,Dragon,3,17,231,Tome of Beasts 2023,282,http://slyflourish.com/5e_monsters/monsters_html/naina-tob1-2023.html
Necrohydra,9.0,Undead,-2,13,207,Tome of Beasts 2023,283,http://slyflourish.com/5e_monsters/monsters_html/necrohydra-tob1-2023.html
Ngobou,5.0,Beast,0,15,102,Tome of Beasts 2023,102,http://slyflourish.com/5e_monsters/monsters_html/ngobou-tob1-2023.html
Nichny,6.0,Fey,4,17,127,Tome of Beasts 2023,284,http://slyflourish.com/5e_monsters/monsters_html/nichny-tob1-2023.html
Nightgarm,6.0,Monstrosity,2,15,152,Tome of Beasts 2023,285,http://slyflourish.com/5e_monsters/monsters_html/nightgarm-tob1-2023.html
Night Scorpion,3.0,Beast,2,14,90,Tome of Beasts 2023,320,http://slyflourish.com/5e_monsters/monsters_html/nightscorpion-tob1-2023.html
Nihileth,13.0,Undead,0,17,157,Tome of Beasts 2023,9,http://slyflourish.com/5e_monsters/monsters_html/nihileth-tob1-2023.html
Nihilethic Dominator,5.0,Undead,-1,13,82,Tome of Beasts 2023,10,http://slyflourish.com/5e_monsters/monsters_html/nihilethicdominator-tob1-2023.html
Nihilethic Zombie,1.0,Undead,-2,8,37,Tome of Beasts 2023,9,http://slyflourish.com/5e_monsters/monsters_html/nihilethiczombie-tob1-2023.html
Nkosi,0.5,Humanoid,3,15,27,Tome of Beasts 2023,286,http://slyflourish.com/5e_monsters/monsters_html/nkosi-tob1-2023.html
Nkosi Pridelord,4.0,Humanoid,4,16,82,Tome of Beasts 2023,286,http://slyflourish.com/5e_monsters/monsters_html/nkosipridelord-tob1-2023.html
Noctiny,2.0,Humanoid,2,13,52,Tome of Beasts 2023,287,http://slyflourish.com/5e_monsters/monsters_html/noctiny-tob1-2023.html
Oculo Swarm,4.0,Swarm,5,15,82,Tome of Beasts 2023,288,http://slyflourish.com/5e_monsters/monsters_html/oculoswarm-tob1-2023.html
Oozasis,9.0,Ooze,-2,7,217,Tome of Beasts 2023,290,http://slyflourish.com/5e_monsters/monsters_html/oozasis-tob1-2023.html
Orobas Devil,14.0,Fiend,2,19,203,Tome of Beasts 2023,99,http://slyflourish.com/5e_monsters/monsters_html/orobasdevil-tob1-2023.html
Ostinato,4.0,Aberration,5,15,39,Tome of Beasts 2023,292,http://slyflourish.com/5e_monsters/monsters_html/ostinato-tob1-2023.html
Owl Harpy,5.0,monstrosity,4,14,112,Tome of Beasts 2023,230,http://slyflourish.com/5e_monsters/monsters_html/owlharpy-tob1-2023.html
Pact Vampire,15.0,Undead,3,16,178,Tome of Beasts 2023,380,http://slyflourish.com/5e_monsters/monsters_html/pactvampire-tob1-2023.html
Paper Drake,2.0,Dragon,4,13,78,Tome of Beasts 2023,144,http://slyflourish.com/5e_monsters/monsters_html/paperdrake-tob1-2023.html
Planewatcher,10.0,Celestial,4,18,136,Tome of Beasts 2023,293,http://slyflourish.com/5e_monsters/monsters_html/planewatcher-tob1-2023.html
Pombero,3.0,Fey,3,15,90,Tome of Beasts 2023,294,http://slyflourish.com/5e_monsters/monsters_html/pombero-tob1-2023.html
Possessed Pillar,7.0,Construct,-1,14,95,Tome of Beasts 2023,295,http://slyflourish.com/5e_monsters/monsters_html/possessedpillar-tob1-2023.html
Psoglav,7.0,Fiend,6,17,115,Tome of Beasts 2023,86,http://slyflourish.com/5e_monsters/monsters_html/psoglav-tob1-2023.html
Putrid Haunt,2.0,Undead,-1,13,44,Tome of Beasts 2023,296,http://slyflourish.com/5e_monsters/monsters_html/putridhaunt-tob1-2023.html
Qorgeth,23.0,Fiend,-2,21,370,Tome of Beasts 2023,80,http://slyflourish.com/5e_monsters/monsters_html/qorgeth-tob1-2023.html
Queen of Night and Magic,21.0,Fey,4,22,225,Tome of Beasts 2023,178,http://slyflourish.com/5e_monsters/monsters_html/queenofnightandmagic-tob1-2023.html
Queen of Witches,17.0,Fey,0,18,218,Tome of Beasts 2023,180,http://slyflourish.com/5e_monsters/monsters_html/queenofwitches-tob1-2023.html
Quicksilver Siege Orb,5.0,Construct,6,15,82,Tome of Beasts 2023,297,http://slyflourish.com/5e_monsters/monsters_html/quicksilversiegeorb-tob1-2023.html
Qwyllion,8.0,Aberration,5,16,110,Tome of Beasts 2023,298,http://slyflourish.com/5e_monsters/monsters_html/qwyllion-tob1-2023.html
Ramag,0.25,Humanoid,2,13,27,Tome of Beasts 2023,299,http://slyflourish.com/5e_monsters/monsters_html/ramag-tob1-2023.html
Ratatosk,4.0,Celestial,4,14,42,Tome of Beasts 2023,301,http://slyflourish.com/5e_monsters/monsters_html/ratatosk-tob1-2023.html
Ratfolk,0.25,Humanoid,2,14,17,Tome of Beasts 2023,302,http://slyflourish.com/5e_monsters/monsters_html/ratfolk-tob1-2023.html
Ratfolk Rogue,1.0,Humanoid,3,15,31,Tome of Beasts 2023,302,http://slyflourish.com/5e_monsters/monsters_html/ratfolkrogue-tob1-2023.html
Rat King,5.0,Monstrosity,3,14,76,Tome of Beasts 2023,300,http://slyflourish.com/5e_monsters/monsters_html/ratking-tob1-2023.html
Ravenala,5.0,Plant,0,15,126,Tome of Beasts 2023,303,http://slyflourish.com/5e_monsters/monsters_html/ravenala-tob1-2023.html
Ravenfolk Doom Croaker,5.0,Humanoid,2,14,88,Tome of Beasts 2023,305,http://slyflourish.com/5e_monsters/monsters_html/ravenfolkdoomcroaker-tob1-2023.html
Ravenfolk Scout,0.5,Humanoid,2,14,27,Tome of Beasts 2023,304,http://slyflourish.com/5e_monsters/monsters_html/ravenfolkscout-tob1-2023.html
Ravenfolk Warrior,3.0,Humanoid,3,15,78,Tome of Beasts 2023,304,http://slyflourish.com/5e_monsters/monsters_html/ravenfolkwarrior-tob1-2023.html
Red-Banded Line Spider,0.25,Beast,3,13,15,Tome of Beasts 2023,345,http://slyflourish.com/5e_monsters/monsters_html/red-bandedlinespider-tob1-2023.html
Redcap,6.0,Fey,0,15,120,Tome of Beasts 2023,306,http://slyflourish.com/5e_monsters/monsters_html/redcap-tob1-2023.html
Red Hag,7.0,Fey,3,15,136,Tome of Beasts 2023,228,http://slyflourish.com/5e_monsters/monsters_html/redhag-tob1-2023.html
Rift Swine,5.0,Aberration,0,15,127,Tome of Beasts 2023,307,http://slyflourish.com/5e_monsters/monsters_html/riftswine-tob1-2023.html
Rime Worm,6.0,Elemental,2,15,114,Tome of Beasts 2023,308,http://slyflourish.com/5e_monsters/monsters_html/rimeworm-tob1-2023.html
Rime Worm Grub,1.0,Elemental,1,13,45,Tome of Beasts 2023,308,http://slyflourish.com/5e_monsters/monsters_html/rimewormgrub-tob1-2023.html
Risen Reaver,7.0,Undead,3,15,168,Tome of Beasts 2023,309,http://slyflourish.com/5e_monsters/monsters_html/risenreaver-tob1-2023.html
River King,16.0,Fey,4,18,190,Tome of Beasts 2023,182,http://slyflourish.com/5e_monsters/monsters_html/riverking-tob1-2023.html
Roachling Lord,2.0,Humanoid,3,15,63,Tome of Beasts 2023,310,http://slyflourish.com/5e_monsters/monsters_html/roachlinglord-tob1-2023.html
Roachling Skirmisher,0.25,Humanoid,2,13,21,Tome of Beasts 2023,310,http://slyflourish.com/5e_monsters/monsters_html/roachlingskirmisher-tob1-2023.html
Rotting Wind,6.0,Undead,5,15,110,Tome of Beasts 2023,311,http://slyflourish.com/5e_monsters/monsters_html/rottingwind-tob1-2023.html
Rubezahl,10.0,Fiend,2,15,136,Tome of Beasts 2023,87,http://slyflourish.com/5e_monsters/monsters_html/rubezahl-tob1-2023.html
Rum Gremlin,0.5,Fey,3,13,27,Tome of Beasts 2023,223,http://slyflourish.com/5e_monsters/monsters_html/rumgremlin-tob1-2023.html
Rust Drake,8.0,Dragon,2,17,161,Tome of Beasts 2023,145,http://slyflourish.com/5e_monsters/monsters_html/rustdrake-tob1-2023.html
Salt Devil,6.0,Fiend,2,13,93,Tome of Beasts 2023,100,http://slyflourish.com/5e_monsters/monsters_html/saltdevil-tob1-2023.html
Salt Golem,10.0,Construct,0,17,115,Tome of Beasts 2023,218,http://slyflourish.com/5e_monsters/monsters_html/saltgolem-tob1-2023.html
Sand Hag,6.0,Fey,2,17,120,Tome of Beasts 2023,229,http://slyflourish.com/5e_monsters/monsters_html/sandhag-tob1-2023.html
Sandman,5.0,Celestial,4,14,82,Tome of Beasts 2023,313,http://slyflourish.com/5e_monsters/monsters_html/sandman-tob1-2023.html
Sand Silhouette,6.0,Undead,1,15,105,Tome of Beasts 2023,312,http://slyflourish.com/5e_monsters/monsters_html/sandsilhouette-tob1-2023.html
Sand Spider,7.0,Beast,4,15,135,Tome of Beasts 2023,346,http://slyflourish.com/5e_monsters/monsters_html/sandspider-tob1-2023.html
Sandwyrm,6.0,Dragon,1,15,142,Tome of Beasts 2023,314,http://slyflourish.com/5e_monsters/monsters_html/sandwyrm-tob1-2023.html
Sap Demon,4.0,Ooze,-2,13,81,Tome of Beasts 2023,315,http://slyflourish.com/5e_monsters/monsters_html/sapdemon-tob1-2023.html
Sarcophagus Slime,5.0,Undead,1,11,102,Tome of Beasts 2023,316,http://slyflourish.com/5e_monsters/monsters_html/sarcophagusslime-tob1-2023.html
Sathaq Worm,10.0,Elemental,-2,16,149,Tome of Beasts 2023,317,http://slyflourish.com/5e_monsters/monsters_html/sathaqworm-tob1-2023.html
Savager,8.0,Beast,2,17,105,Tome of Beasts 2023,318,http://slyflourish.com/5e_monsters/monsters_html/savager-tob1-2023.html
Scheznyki,6.0,Fey,2,16,135,Tome of Beasts 2023,319,http://slyflourish.com/5e_monsters/monsters_html/scheznyki-tob1-2023.html
Scorpion Cultist,0.5,Humanoid,4,13,26,Tome of Beasts 2023,411,http://slyflourish.com/5e_monsters/monsters_html/scorpioncultist-tob1-2023.html
Sea Dragon Wyrmling,3.0,Dragon,0,17,52,Tome of Beasts 2023,127,http://slyflourish.com/5e_monsters/monsters_html/seadragonwyrmling-tob1-2023.html
Selang,4.0,Fey,2,15,76,Tome of Beasts 2023,321,http://slyflourish.com/5e_monsters/monsters_html/selang-tob1-2023.html
Serpopard,4.0,Monstrosity,3,15,85,Tome of Beasts 2023,322,http://slyflourish.com/5e_monsters/monsters_html/serpopard-tob1-2023.html
Shadhavar,2.0,Monstrosity,2,14,82,Tome of Beasts 2023,323,http://slyflourish.com/5e_monsters/monsters_html/shadhavar-tob1-2023.html
Shadow Antipaladin,5.0,Humanoid,4,18,82,Tome of Beasts 2023,89,http://slyflourish.com/5e_monsters/monsters_html/shadowantipaladin-tob1-2023.html
Shadow Beast,7.0,Fey,5,15,112,Tome of Beasts 2023,324,http://slyflourish.com/5e_monsters/monsters_html/shadowbeast-tob1-2023.html
Shadow Fey,0.25,Humanoid,2,15,31,Tome of Beasts 2023,158,http://slyflourish.com/5e_monsters/monsters_html/shadowfey-tob1-2023.html
Sharkjaw Skeleton,1.0,Undead,0,13,45,Tome of Beasts 2023,329,http://slyflourish.com/5e_monsters/monsters_html/sharkjawskeleton-tob1-2023.html
Shellycoat,2.0,Fey,2,14,52,Tome of Beasts 2023,325,http://slyflourish.com/5e_monsters/monsters_html/shellycoat-tob1-2023.html
Shoggoth,19.0,Aberration,2,18,325,Tome of Beasts 2023,326,http://slyflourish.com/5e_monsters/monsters_html/shoggoth-tob1-2023.html
Shroud,0.125,Undead,2,11,13,Tome of Beasts 2023,327,http://slyflourish.com/5e_monsters/monsters_html/shroud-tob1-2023.html
Skein Witch,12.0,Celestial,1,20,162,Tome of Beasts 2023,328,http://slyflourish.com/5e_monsters/monsters_html/skeinwitch-tob1-2023.html
Skin Bat,0.5,Undead,3,13,28,Tome of Beasts 2023,331,http://slyflourish.com/5e_monsters/monsters_html/skinbat-tob1-2023.html
Skitterhaunt,4.0,Ooze,0,14,95,Tome of Beasts 2023,332,http://slyflourish.com/5e_monsters/monsters_html/skitterhaunt-tob1-2023.html
Slow Storm,15.0,Elemental,4,19,220,Tome of Beasts 2023,333,http://slyflourish.com/5e_monsters/monsters_html/slowstorm-tob1-2023.html
Smaragdine Golem,14.0,Construct,0,17,231,Tome of Beasts 2023,219,http://slyflourish.com/5e_monsters/monsters_html/smaragdinegolem-tob1-2023.html
Snow Queen,16.0,Fey,4,17,182,Tome of Beasts 2023,184,http://slyflourish.com/5e_monsters/monsters_html/snowqueen-tob1-2023.html
Son of Fenris,12.0,Monstrosity,3,17,175,Tome of Beasts 2023,335,http://slyflourish.com/5e_monsters/monsters_html/sonoffenris-tob1-2023.html
Soul Eater,7.0,Fiend,6,16,105,Tome of Beasts 2023,336,http://slyflourish.com/5e_monsters/monsters_html/souleater-tob1-2023.html
Spark,7.0,Elemental,5,15,104,Tome of Beasts 2023,337,http://slyflourish.com/5e_monsters/monsters_html/spark-tob1-2023.html
Spawn of Akyishigal,5.0,Fiend,2,15,119,Tome of Beasts 2023,190,http://slyflourish.com/5e_monsters/monsters_html/spawnofakyishigal-tob1-2023.html
Spawn of Arbeyach,5.0,Fiend,2,17,78,Tome of Beasts 2023,356,http://slyflourish.com/5e_monsters/monsters_html/spawnofarbeyach-tob1-2023.html
Spectral Guardian,6.0,Undead,4,14,93,Tome of Beasts 2023,338,http://slyflourish.com/5e_monsters/monsters_html/spectralguardian-tob1-2023.html
Spider of Leng,7.0,Aberration,3,15,144,Tome of Beasts 2023,341,http://slyflourish.com/5e_monsters/monsters_html/spiderofleng-tob1-2023.html
Spider Thief,2.0,Construct,1,13,66,Tome of Beasts 2023,342,http://slyflourish.com/5e_monsters/monsters_html/spiderthief-tob1-2023.html
Spinosaurus,13.0,Beast,0,15,232,Tome of Beasts 2023,104,http://slyflourish.com/5e_monsters/monsters_html/spinosaurus-tob1-2023.html
Spire Walker,3.0,Fey,4,16,49,Tome of Beasts 2023,347,http://slyflourish.com/5e_monsters/monsters_html/spirewalker-tob1-2023.html
Star Drake,15.0,Dragon,4,19,189,Tome of Beasts 2023,146,http://slyflourish.com/5e_monsters/monsters_html/stardrake-tob1-2023.html
Star Spawn of Cthulhu,15.0,Fiend,2,17,212,Tome of Beasts 2023,348,http://slyflourish.com/5e_monsters/monsters_html/starspawnofcthulhu-tob1-2023.html
Steam Golem,13.0,Construct,1,18,171,Tome of Beasts 2023,220,http://slyflourish.com/5e_monsters/monsters_html/steamgolem-tob1-2023.html
